year,station_no,station_name,josha_num,ward_office,meijo,meiko,kamiida,higashiyama,tsurumai,sakuradori,aonami,tokaido,chuo,kansai,meitetsu,kintetsu,lines
1995,1009,千種,11130706,0,,,,,,,,,1,,,,1
1996,1009,千種,11074974,0,,,,,,,,,1,,,,1
1997,1009,千種,11031169,0,,,,,,,,,1,,,,1
1998,1009,千種,11078983,0,,,,,,,,,1,,,,1
1999,1009,千種,11000173,0,,,,,,,,,1,,,,1
2000,1009,千種,10784121,0,,,,,,,,,1,,,,1
2001,1009,千種,10751925,0,,,,,,,,,1,,,,1
2002,1009,千種,10585514,0,,,,,,,,,1,,,,1
2003,1009,千種,10451817,0,,,,,,,,,1,,,,1
2004,1009,千種,10211213,0,,,,,,,,,1,,,,1
2005,1009,千種,10190336,0,,,,,,,,,1,,,,1
2006,1009,千種,10306591,0,,,,,,,,,1,,,,1
2007,1009,千種,10394257,0,,,,,,,,,1,,,,1
2008,1009,千種,10452125,0,,,,,,,,,1,,,,1
2009,1009,千種,10201726,0,,,,,,,,,1,,,,1
2010,1009,千種,10180977,0,,,,,,,,,1,,,,1
2011,1009,千種,10094768,0,,,,,,,,,1,,,,1
2012,1009,千種,10020867,0,,,,,,,,,1,,,,1
2013,1009,千種,10306708,0,,,,,,,,,1,,,,1
2014,1009,千種,10242278,0,,,,,,,,,1,,,,1
2015,1009,千種,10432164,0,,,,,,,,,1,,,,1
1991,1010,鶴舞,6971843,0,,,,,,,,,1,,,,1
1992,1010,鶴舞,7312505,0,,,,,,,,,1,,,,1
1993,1010,鶴舞,7448593,0,,,,,,,,,1,,,,1
1994,1010,鶴舞,7471777,0,,,,,,,,,1,,,,1
1995,1010,鶴舞,7481286,0,,,,,,,,,1,,,,1
1996,1010,鶴舞,7393775,0,,,,,,,,,1,,,,1
1997,1010,鶴舞,7254882,0,,,,,,,,,1,,,,1
1998,1010,鶴舞,7399251,0,,,,,,,,,1,,,,1
1999,1010,鶴舞,7504748,0,,,,,,,,,1,,,,1
2000,1010,鶴舞,7548352,0,,,,,,,,,1,,,,1
2001,1010,鶴舞,7580289,0,,,,,,,,,1,,,,1
2002,1010,鶴舞,7486863,0,,,,,,,,,1,,,,1
2003,1010,鶴舞,7431126,0,,,,,,,,,1,,,,1
2004,1010,鶴舞,7335668,0,,,,,,,,,1,,,,1
2005,1010,鶴舞,7342906,0,,,,,,,,,1,,,,1
2006,1010,鶴舞,7416520,0,,,,,,,,,1,,,,1
2007,1010,鶴舞,7650676,0,,,,,,,,,1,,,,1
2008,1010,鶴舞,7819985,0,,,,,,,,,1,,,,1
2009,1010,鶴舞,7866502,0,,,,,,,,,1,,,,1
2010,1010,鶴舞,7710029,0,,,,,,,,,1,,,,1
2011,1010,鶴舞,7678747,0,,,,,,,,,1,,,,1
2012,1010,鶴舞,7341870,0,,,,,,,,,1,,,,1
2013,1010,鶴舞,7207790,0,,,,,,,,,1,,,,1
2014,1010,鶴舞,7098399,0,,,,,,,,,1,,,,1
2015,1010,鶴舞,7193737,0,,,,,,,,,1,,,,1
1991,1011,金山,13054923,0,,,,,,,,1,1,,,,2
1992,1011,金山,14848364,0,,,,,,,,1,1,,,,2
1993,1011,金山,15784602,0,,,,,,,,1,1,,,,2
1994,1011,金山,16004699,0,,,,,,,,1,1,,,,2
1995,1011,金山,16289388,0,,,,,,,,1,1,,,,2
1996,1011,金山,16657304,0,,,,,,,,1,1,,,,2
1997,1011,金山,16679998,0,,,,,,,,1,1,,,,2
1998,1011,金山,16649222,0,,,,,,,,1,1,,,,2
1999,1011,金山,16735415,0,,,,,,,,1,1,,,,2
2000,1011,金山,16387544,0,,,,,,,,1,1,,,,2
2001,1011,金山,16550279,0,,,,,,,,1,1,,,,2
2002,1011,金山,16669700,0,,,,,,,,1,1,,,,2
2003,1011,金山,16959101,0,,,,,,,,1,1,,,,2
2004,1011,金山,17261634,0,,,,,,,,1,1,,,,2
2005,1011,金山,18719334,0,,,,,,,,1,1,,,,2
2006,1011,金山,19374656,0,,,,,,,,1,1,,,,2
2007,1011,金山,20270058,0,,,,,,,,1,1,,,,2
2008,1011,金山,20717132,0,,,,,,,,1,1,,,,2
2009,1011,金山,20529237,0,,,,,,,,1,1,,,,2
2010,1011,金山,20546291,0,,,,,,,,1,1,,,,2
2011,1011,金山,20629269,0,,,,,,,,1,1,,,,2
2012,1011,金山,21307498,0,,,,,,,,1,1,,,,2
2013,1011,金山,22521969,0,,,,,,,,1,1,,,,2
2014,1011,金山,23111320,0,,,,,,,,1,1,,,,2
2015,1011,金山,24184561,0,,,,,,,,1,1,,,,2
1991,1012,春田,,0,,,,,,,,,,,,,0
1992,1012,春田,,0,,,,,,,,,,,,,0
1993,1012,春田,,0,,,,,,,,,,,,,0
1994,1012,春田,,0,,,,,,,,,,,,,0
1995,1012,春田,,0,,,,,,,,,,,,,0
1996,1012,春田,,0,,,,,,,,,,,,,0
1997,1012,春田,,0,,,,,,,,,,,,,0
1998,1012,春田,,0,,,,,,,,,,,,,0
1999,1012,春田,,0,,,,,,,,,,,,,0
2000,1012,春田,36598,0,,,,,,,,,,1,,,1
2001,1012,春田,588142,0,,,,,,,,,,1,,,1
2002,1012,春田,732011,0,,,,,,,,,,1,,,1
2003,1012,春田,825179,0,,,,,,,,,,1,,,1
2004,1012,春田,910827,0,,,,,,,,,,1,,,1
2005,1012,春田,990924,0,,,,,,,,,,1,,,1
2006,1012,春田,1024758,0,,,,,,,,,,1,,,1
2007,1012,春田,1086947,0,,,,,,,,,,1,,,1
2008,1012,春田,1110468,0,,,,,,,,,,1,,,1
2009,1012,春田,1139189,0,,,,,,,,,,1,,,1
2010,1012,春田,1193773,0,,,,,,,,,,1,,,1
2011,1012,春田,1207335,0,,,,,,,,,,1,,,1
2012,1012,春田,1231347,0,,,,,,,,,,1,,,1
2013,1012,春田,1275733,0,,,,,,,,,,1,,,1
2014,1012,春田,1290080,0,,,,,,,,,,1,,,1
2015,1012,春田,1313675,0,,,,,,,,,,1,,,1
1991,1013,八田,269164,0,,,,,,,,,,1,,,1
1992,1013,八田,293072,0,,,,,,,,,,1,,,1
1993,1013,八田,326478,0,,,,,,,,,,1,,,1
1994,1013,八田,348780,0,,,,,,,,,,1,,,1
1995,1013,八田,374204,0,,,,,,,,,,1,,,1
1996,1013,八田,395926,0,,,,,,,,,,1,,,1
1997,1013,八田,401161,0,,,,,,,,,,1,,,1
1998,1013,八田,383634,0,,,,,,,,,,1,,,1
1999,1013,八田,393369,0,,,,,,,,,,1,,,1
2000,1013,八田,400836,0,,,,,,,,,,1,,,1
2001,1013,八田,332774,0,,,,,,,,,,1,,,1
2002,1013,八田,318042,0,,,,,,,,,,1,,,1
2003,1013,八田,330300,0,,,,,,,,,,1,,,1
2004,1013,八田,358813,0,,,,,,,,,,1,,,1
2005,1013,八田,379473,0,,,,,,,,,,1,,,1
2006,1013,八田,407472,0,,,,,,,,,,1,,,1
2007,1013,八田,446347,0,,,,,,,,,,1,,,1
2008,1013,八田,480193,0,,,,,,,,,,1,,,1
2009,1013,八田,517052,0,,,,,,,,,,1,,,1
2010,1013,八田,541791,0,,,,,,,,,,1,,,1
2011,1013,八田,564174,0,,,,,,,,,,1,,,1
2012,1013,八田,581519,0,,,,,,,,,,1,,,1
2013,1013,八田,599371,0,,,,,,,,,,1,,,1
2014,1013,八田,616670,0,,,,,,,,,,1,,,1
2015,1013,八田,656264,0,,,,,,,,,,1,,,1
1991,3001,名古屋,29515249,0,,,,,,,,,,,,1,1
1992,3001,名古屋,29237027,0,,,,,,,,,,,,1,1
1993,3001,名古屋,29141717,0,,,,,,,,,,,,1,1
1994,3001,名古屋,28664426,0,,,,,,,,,,,,1,1
1995,3001,名古屋,27922955,0,,,,,,,,,,,,1,1
1996,3001,名古屋,26911765,0,,,,,,,,,,,,1,1
1997,3001,名古屋,25847108,0,,,,,,,,,,,,1,1
1998,3001,名古屋,25314177,0,,,,,,,,,,,,1,1
1999,3001,名古屋,25177845,0,,,,,,,,,,,,1,1
2000,3001,名古屋,25039520,0,,,,,,,,,,,,1,1
2001,3001,名古屋,24734557,0,,,,,,,,,,,,1,1
2002,3001,名古屋,24373950,0,,,,,,,,,,,,1,1
2003,3001,名古屋,24067613,0,,,,,,,,,,,,1,1
2004,3001,名古屋,23836463,0,,,,,,,,,,,,1,1
2005,3001,名古屋,23975316,0,,,,,,,,,,,,1,1
2006,3001,名古屋,23567602,0,,,,,,,,,,,,1,1
2007,3001,名古屋,23604661,0,,,,,,,,,,,,1,1
2008,3001,名古屋,23264833,0,,,,,,,,,,,,1,1
2009,3001,名古屋,22329208,0,,,,,,,,,,,,1,1
2010,3001,名古屋,22287462,0,,,,,,,,,,,,1,1
2011,3001,名古屋,22142290,0,,,,,,,,,,,,1,1
2012,3001,名古屋,22225657,0,,,,,,,,,,,,1,1
2013,3001,名古屋,22973352,0,,,,,,,,,,,,1,1
2014,3001,名古屋,21897212,0,,,,,,,,,,,,1,1
2015,3001,名古屋,22599588,0,,,,,,,,,,,,1,1
1991,3002,米野,243504,0,,,,,,,,,,,,1,1
1992,3002,米野,239221,0,,,,,,,,,,,,1,1
1993,3002,米野,232873,0,,,,,,,,,,,,1,1
1994,3002,米野,219231,0,,,,,,,,,,,,1,1
1995,3002,米野,213049,0,,,,,,,,,,,,1,1
1996,3002,米野,199887,0,,,,,,,,,,,,1,1
1997,3002,米野,185304,0,,,,,,,,,,,,1,1
1998,3002,米野,171360,0,,,,,,,,,,,,1,1
1999,3002,米野,160127,0,,,,,,,,,,,,1,1
2000,3002,米野,156246,0,,,,,,,,,,,,1,1
2001,3002,米野,155159,0,,,,,,,,,,,,1,1
2002,3002,米野,146152,0,,,,,,,,,,,,1,1
2003,3002,米野,145035,0,,,,,,,,,,,,1,1
2004,3002,米野,135661,0,,,,,,,,,,,,1,1
2005,3002,米野,115434,0,,,,,,,,,,,,1,1
2006,3002,米野,115439,0,,,,,,,,,,,,1,1
2007,3002,米野,111967,0,,,,,,,,,,,,1,1
2008,3002,米野,110372,0,,,,,,,,,,,,1,1
2009,3002,米野,112628,0,,,,,,,,,,,,1,1
2010,3002,米野,109041,0,,,,,,,,,,,,1,1
2011,3002,米野,108037,0,,,,,,,,,,,,1,1
2012,3002,米野,110069,0,,,,,,,,,,,,1,1
2013,3002,米野,112957,0,,,,,,,,,,,,1,1
2014,3002,米野,103002,0,,,,,,,,,,,,1,1
2015,3002,米野,108168,0,,,,,,,,,,,,1,1
1991,3003,黄金,590280,0,,,,,,,,,,,,1,1
1992,3003,黄金,578388,0,,,,,,,,,,,,1,1
1993,3003,黄金,561052,0,,,,,,,,,,,,1,1
1994,3003,黄金,525706,0,,,,,,,,,,,,1,1
1995,3003,黄金,534105,0,,,,,,,,,,,,1,1
1996,3003,黄金,507156,0,,,,,,,,,,,,1,1
1997,3003,黄金,500739,0,,,,,,,,,,,,1,1
1998,3003,黄金,491614,0,,,,,,,,,,,,1,1
1999,3003,黄金,470591,0,,,,,,,,,,,,1,1
2000,3003,黄金,456593,0,,,,,,,,,,,,1,1
2001,3003,黄金,438837,0,,,,,,,,,,,,1,1
2002,3003,黄金,414835,0,,,,,,,,,,,,1,1
2003,3003,黄金,393673,0,,,,,,,,,,,,1,1
2004,3003,黄金,373988,0,,,,,,,,,,,,1,1
2005,3003,黄金,363499,0,,,,,,,,,,,,1,1
2006,3003,黄金,369527,0,,,,,,,,,,,,1,1
2007,3003,黄金,380691,0,,,,,,,,,,,,1,1
2008,3003,黄金,381803,0,,,,,,,,,,,,1,1
2009,3003,黄金,364550,0,,,,,,,,,,,,1,1
2010,3003,黄金,367501,0,,,,,,,,,,,,1,1
2011,3003,黄金,374710,0,,,,,,,,,,,,1,1
2012,3003,黄金,360689,0,,,,,,,,,,,,1,1
2013,3003,黄金,364812,0,,,,,,,,,,,,1,1
2014,3003,黄金,352614,0,,,,,,,,,,,,1,1
2015,3003,黄金,392823,0,,,,,,,,,,,,1,1
1991,3004,烏森,1232637,0,,,,,,,,,,,,1,1
1992,3004,烏森,1157125,0,,,,,,,,,,,,1,1
1993,3004,烏森,1078708,0,,,,,,,,,,,,1,1
1994,3004,烏森,1047597,0,,,,,,,,,,,,1,1
1995,3004,烏森,1045776,0,,,,,,,,,,,,1,1
1996,3004,烏森,1003025,0,,,,,,,,,,,,1,1
1997,3004,烏森,958806,0,,,,,,,,,,,,1,1
1998,3004,烏森,927391,0,,,,,,,,,,,,1,1
1999,3004,烏森,919697,0,,,,,,,,,,,,1,1
2000,3004,烏森,897073,0,,,,,,,,,,,,1,1
2001,3004,烏森,890127,0,,,,,,,,,,,,1,1
2002,3004,烏森,859377,0,,,,,,,,,,,,1,1
2003,3004,烏森,862807,0,,,,,,,,,,,,1,1
2004,3004,烏森,855890,0,,,,,,,,,,,,1,1
2005,3004,烏森,844657,0,,,,,,,,,,,,1,1
2006,3004,烏森,857107,0,,,,,,,,,,,,1,1
2007,3004,烏森,843447,0,,,,,,,,,,,,1,1
2008,3004,烏森,872460,0,,,,,,,,,,,,1,1
2009,3004,烏森,856788,0,,,,,,,,,,,,1,1
2010,3004,烏森,854285,0,,,,,,,,,,,,1,1
2011,3004,烏森,852408,0,,,,,,,,,,,,1,1
2012,3004,烏森,863283,0,,,,,,,,,,,,1,1
2013,3004,烏森,877884,0,,,,,,,,,,,,1,1
2014,3004,烏森,840316,0,,,,,,,,,,,,1,1
2015,3004,烏森,904329,0,,,,,,,,,,,,1,1
1991,3005,八田,804244,0,,,,,,,,,,,,1,1
1992,3005,八田,782893,0,,,,,,,,,,,,1,1
1993,3005,八田,759796,0,,,,,,,,,,,,1,1
1994,3005,八田,727451,0,,,,,,,,,,,,1,1
1995,3005,八田,697512,0,,,,,,,,,,,,1,1
1996,3005,八田,681014,0,,,,,,,,,,,,1,1
1997,3005,八田,670912,0,,,,,,,,,,,,1,1
1998,3005,八田,660722,0,,,,,,,,,,,,1,1
1999,3005,八田,633488,0,,,,,,,,,,,,1,1
2000,3005,八田,621399,0,,,,,,,,,,,,1,1
2001,3005,八田,609480,0,,,,,,,,,,,,1,1
2002,3005,八田,595683,0,,,,,,,,,,,,1,1
2003,3005,八田,529676,0,,,,,,,,,,,,1,1
2004,3005,八田,516527,0,,,,,,,,,,,,1,1
2005,3005,八田,515291,0,,,,,,,,,,,,1,1
2006,3005,八田,546457,0,,,,,,,,,,,,1,1
2007,3005,八田,554506,0,,,,,,,,,,,,1,1
2008,3005,八田,569375,0,,,,,,,,,,,,1,1
2009,3005,八田,570336,0,,,,,,,,,,,,1,1
2010,3005,八田,564860,0,,,,,,,,,,,,1,1
2011,3005,八田,564879,0,,,,,,,,,,,,1,1
2012,3005,八田,574020,0,,,,,,,,,,,,1,1
2013,3005,八田,587448,0,,,,,,,,,,,,1,1
2014,3005,八田,588233,0,,,,,,,,,,,,1,1
2015,3005,八田,630550,0,,,,,,,,,,,,1,1
1991,3006,伏屋,981091,0,,,,,,,,,,,,1,1
1992,3006,伏屋,976896,0,,,,,,,,,,,,1,1
1993,3006,伏屋,1007768,0,,,,,,,,,,,,1,1
1994,3006,伏屋,1005257,0,,,,,,,,,,,,1,1
1995,3006,伏屋,1000147,0,,,,,,,,,,,,1,1
1996,3006,伏屋,989780,0,,,,,,,,,,,,1,1
1997,3006,伏屋,978589,0,,,,,,,,,,,,1,1
1998,3006,伏屋,1001567,0,,,,,,,,,,,,1,1
1999,3006,伏屋,1056641,0,,,,,,,,,,,,1,1
2000,3006,伏屋,1102154,0,,,,,,,,,,,,1,1
2001,3006,伏屋,1039215,0,,,,,,,,,,,,1,1
2002,3006,伏屋,997290,0,,,,,,,,,,,,1,1
2003,3006,伏屋,972616,0,,,,,,,,,,,,1,1
2004,3006,伏屋,957440,0,,,,,,,,,,,,1,1
2005,3006,伏屋,973197,0,,,,,,,,,,,,1,1
2006,3006,伏屋,1002561,0,,,,,,,,,,,,1,1
2007,3006,伏屋,1026767,0,,,,,,,,,,,,1,1
2008,3006,伏屋,1049082,0,,,,,,,,,,,,1,1
2009,3006,伏屋,1030504,0,,,,,,,,,,,,1,1
2010,3006,伏屋,1044536,0,,,,,,,,,,,,1,1
2011,3006,伏屋,1036170,0,,,,,,,,,,,,1,1
2012,3006,伏屋,1045435,0,,,,,,,,,,,,1,1
2013,3006,伏屋,1051649,0,,,,,,,,,,,,1,1
2014,3006,伏屋,1011800,0,,,,,,,,,,,,1,1
2015,3006,伏屋,1081492,0,,,,,,,,,,,,1,1
1991,3007,戸田,965953,0,,,,,,,,,,,,1,1
1992,3007,戸田,966713,0,,,,,,,,,,,,1,1
1993,3007,戸田,982494,0,,,,,,,,,,,,1,1
1994,3007,戸田,958107,0,,,,,,,,,,,,1,1
1995,3007,戸田,961205,0,,,,,,,,,,,,1,1
1996,3007,戸田,962793,0,,,,,,,,,,,,1,1
1997,3007,戸田,938188,0,,,,,,,,,,,,1,1
1998,3007,戸田,929747,0,,,,,,,,,,,,1,1
1999,3007,戸田,921588,0,,,,,,,,,,,,1,1
2000,3007,戸田,876822,0,,,,,,,,,,,,1,1
2001,3007,戸田,742120,0,,,,,,,,,,,,1,1
2002,3007,戸田,702489,0,,,,,,,,,,,,1,1
2003,3007,戸田,676892,0,,,,,,,,,,,,1,1
2004,3007,戸田,670702,0,,,,,,,,,,,,1,1
2005,3007,戸田,668138,0,,,,,,,,,,,,1,1
2006,3007,戸田,679848,0,,,,,,,,,,,,1,1
2007,3007,戸田,687627,0,,,,,,,,,,,,1,1
2008,3007,戸田,689974,0,,,,,,,,,,,,1,1
2009,3007,戸田,679433,0,,,,,,,,,,,,1,1
2010,3007,戸田,675601,0,,,,,,,,,,,,1,1
2011,3007,戸田,676033,0,,,,,,,,,,,,1,1
2012,3007,戸田,667513,0,,,,,,,,,,,,1,1
2013,3007,戸田,692476,0,,,,,,,,,,,,1,1
2014,3007,戸田,678755,0,,,,,,,,,,,,1,1
2015,3007,戸田,715928,0,,,,,,,,,,,,1,1
2004,2001,名古屋,1406181,0,,,,,,,1,,,,,,1
2005,2001,名古屋,3856526,0,,,,,,,1,,,,,,1
2006,2001,名古屋,3622859,0,,,,,,,1,,,,,,1
2007,2001,名古屋,4017040,0,,,,,,,1,,,,,,1
2008,2001,名古屋,4199151,0,,,,,,,1,,,,,,1
2009,2001,名古屋,4321323,0,,,,,,,1,,,,,,1
2010,2001,名古屋,4489432,0,,,,,,,1,,,,,,1
2011,2001,名古屋,4801581,0,,,,,,,1,,,,,,1
2012,2001,名古屋,4882579,0,,,,,,,1,,,,,,1
2013,2001,名古屋,5021865,0,,,,,,,1,,,,,,1
2014,2001,名古屋,5218867,0,,,,,,,1,,,,,,1
2015,2001,名古屋,5423023,0,,,,,,,1,,,,,,1
2004,2002,ささしまライブ,119622,0,,,,,,,1,,,,,,1
2005,2002,ささしまライブ,882339,0,,,,,,,1,,,,,,1
2006,2002,ささしまライブ,194865,0,,,,,,,1,,,,,,1
2007,2002,ささしまライブ,195160,0,,,,,,,1,,,,,,1
2008,2002,ささしまライブ,170932,0,,,,,,,1,,,,,,1
2009,2002,ささしまライブ,166079,0,,,,,,,1,,,,,,1
2010,2002,ささしまライブ,151481,0,,,,,,,1,,,,,,1
2011,2002,ささしまライブ,169918,0,,,,,,,1,,,,,,1
2012,2002,ささしまライブ,270710,0,,,,,,,1,,,,,,1
2013,2002,ささしまライブ,292040,0,,,,,,,1,,,,,,1
2014,2002,ささしまライブ,314054,0,,,,,,,1,,,,,,1
2015,2002,ささしまライブ,390761,0,,,,,,,1,,,,,,1
2004,2003,小本,88288,0,,,,,,,1,,,,,,1
2005,2003,小本,239760,0,,,,,,,1,,,,,,1
2006,2003,小本,279385,0,,,,,,,1,,,,,,1
2007,2003,小本,309664,0,,,,,,,1,,,,,,1
2008,2003,小本,315349,0,,,,,,,1,,,,,,1
2009,2003,小本,334580,0,,,,,,,1,,,,,,1
2010,2003,小本,361523,0,,,,,,,1,,,,,,1
2011,2003,小本,379470,0,,,,,,,1,,,,,,1
2012,2003,小本,386098,0,,,,,,,1,,,,,,1
2013,2003,小本,407343,0,,,,,,,1,,,,,,1
2014,2003,小本,433900,0,,,,,,,1,,,,,,1
2015,2003,小本,446431,0,,,,,,,1,,,,,,1
2004,2004,荒子,168766,0,,,,,,,1,,,,,,1
2005,2004,荒子,403849,0,,,,,,,1,,,,,,1
2006,2004,荒子,453130,0,,,,,,,1,,,,,,1
2007,2004,荒子,495908,0,,,,,,,1,,,,,,1
2008,2004,荒子,521416,0,,,,,,,1,,,,,,1
2009,2004,荒子,545640,0,,,,,,,1,,,,,,1
2010,2004,荒子,575737,0,,,,,,,1,,,,,,1
2011,2004,荒子,592266,0,,,,,,,1,,,,,,1
2012,2004,荒子,611234,0,,,,,,,1,,,,,,1
2013,2004,荒子,649004,0,,,,,,,1,,,,,,1
2014,2004,荒子,688869,0,,,,,,,1,,,,,,1
2015,2004,荒子,721147,0,,,,,,,1,,,,,,1
2004,2005,南荒子,94969,0,,,,,,,1,,,,,,1
2005,2005,南荒子,242401,0,,,,,,,1,,,,,,1
2006,2005,南荒子,286215,0,,,,,,,1,,,,,,1
2007,2005,南荒子,307702,0,,,,,,,1,,,,,,1
2008,2005,南荒子,325276,0,,,,,,,1,,,,,,1
2009,2005,南荒子,340412,0,,,,,,,1,,,,,,1
2010,2005,南荒子,372878,0,,,,,,,1,,,,,,1
2011,2005,南荒子,400855,0,,,,,,,1,,,,,,1
2012,2005,南荒子,432047,0,,,,,,,1,,,,,,1
2013,2005,南荒子,449174,0,,,,,,,1,,,,,,1
2014,2005,南荒子,456967,0,,,,,,,1,,,,,,1
2015,2005,南荒子,473779,0,,,,,,,1,,,,,,1
2004,2006,中島,208624,0,,,,,,,1,,,,,,1
2005,2006,中島,594347,0,,,,,,,1,,,,,,1
2006,2006,中島,664350,0,,,,,,,1,,,,,,1
2007,2006,中島,756105,0,,,,,,,1,,,,,,1
2008,2006,中島,790580,0,,,,,,,1,,,,,,1
2009,2006,中島,799806,0,,,,,,,1,,,,,,1
2010,2006,中島,813690,0,,,,,,,1,,,,,,1
2011,2006,中島,822219,0,,,,,,,1,,,,,,1
2012,2006,中島,846133,0,,,,,,,1,,,,,,1
2013,2006,中島,877093,0,,,,,,,1,,,,,,1
2014,2006,中島,915666,0,,,,,,,1,,,,,,1
2015,2006,中島,943269,0,,,,,,,1,,,,,,1
2004,2007,名古屋競馬場前,247449,0,,,,,,,1,,,,,,1
2005,2007,名古屋競馬場前,667459,0,,,,,,,1,,,,,,1
2006,2007,名古屋競馬場前,744420,0,,,,,,,1,,,,,,1
2007,2007,名古屋競馬場前,824749,0,,,,,,,1,,,,,,1
2008,2007,名古屋競馬場前,955634,0,,,,,,,1,,,,,,1
2009,2007,名古屋競馬場前,945641,0,,,,,,,1,,,,,,1
2010,2007,名古屋競馬場前,975853,0,,,,,,,1,,,,,,1
2011,2007,名古屋競馬場前,1017105,0,,,,,,,1,,,,,,1
2012,2007,名古屋競馬場前,1037106,0,,,,,,,1,,,,,,1
2013,2007,名古屋競馬場前,1054561,0,,,,,,,1,,,,,,1
2014,2007,名古屋競馬場前,1114314,0,,,,,,,1,,,,,,1
2015,2007,名古屋競馬場前,1117794,0,,,,,,,1,,,,,,1
2004,2008,荒子川公園,328375,0,,,,,,,1,,,,,,1
2005,2008,荒子川公園,744955,0,,,,,,,1,,,,,,1
2006,2008,荒子川公園,844790,0,,,,,,,1,,,,,,1
2007,2008,荒子川公園,925793,0,,,,,,,1,,,,,,1
2008,2008,荒子川公園,948350,0,,,,,,,1,,,,,,1
2009,2008,荒子川公園,961066,0,,,,,,,1,,,,,,1
2010,2008,荒子川公園,966110,0,,,,,,,1,,,,,,1
2011,2008,荒子川公園,962826,0,,,,,,,1,,,,,,1
2012,2008,荒子川公園,1034000,0,,,,,,,1,,,,,,1
2013,2008,荒子川公園,1067190,0,,,,,,,1,,,,,,1
2014,2008,荒子川公園,1093719,0,,,,,,,1,,,,,,1
2015,2008,荒子川公園,1131663,0,,,,,,,1,,,,,,1
2004,2009,稲永,205263,0,,,,,,,1,,,,,,1
2005,2009,稲永,558370,0,,,,,,,1,,,,,,1
2006,2009,稲永,622785,0,,,,,,,1,,,,,,1
2007,2009,稲永,686229,0,,,,,,,1,,,,,,1
2008,2009,稲永,716824,0,,,,,,,1,,,,,,1
2009,2009,稲永,745259,0,,,,,,,1,,,,,,1
2010,2009,稲永,767638,0,,,,,,,1,,,,,,1
2011,2009,稲永,788606,0,,,,,,,1,,,,,,1
2012,2009,稲永,824505,0,,,,,,,1,,,,,,1
2013,2009,稲永,839305,0,,,,,,,1,,,,,,1
2014,2009,稲永,853347,0,,,,,,,1,,,,,,1
2015,2009,稲永,877663,0,,,,,,,1,,,,,,1
2004,2010,野跡,93245,0,,,,,,,1,,,,,,1
2005,2010,野跡,210435,0,,,,,,,1,,,,,,1
2006,2010,野跡,234825,0,,,,,,,1,,,,,,1
2007,2010,野跡,249334,0,,,,,,,1,,,,,,1
2008,2010,野跡,260634,0,,,,,,,1,,,,,,1
2009,2010,野跡,285640,0,,,,,,,1,,,,,,1
2010,2010,野跡,298968,0,,,,,,,1,,,,,,1
2011,2010,野跡,305662,0,,,,,,,1,,,,,,1
2012,2010,野跡,313133,0,,,,,,,1,,,,,,1
2013,2010,野跡,335365,0,,,,,,,1,,,,,,1
2014,2010,野跡,340216,0,,,,,,,1,,,,,,1
2015,2010,野跡,348461,0,,,,,,,1,,,,,,1
2004,2011,金城ふ頭,276484,0,,,,,,,1,,,,,,1
2005,2011,金城ふ頭,388650,0,,,,,,,1,,,,,,1
2006,2011,金城ふ頭,369850,0,,,,,,,1,,,,,,1
2007,2011,金城ふ頭,498848,0,,,,,,,1,,,,,,1
2008,2011,金城ふ頭,416143,0,,,,,,,1,,,,,,1
2009,2011,金城ふ頭,418301,0,,,,,,,1,,,,,,1
2010,2011,金城ふ頭,470844,0,,,,,,,1,,,,,,1
2011,2011,金城ふ頭,775931,0,,,,,,,1,,,,,,1
2012,2011,金城ふ頭,645793,0,,,,,,,1,,,,,,1
2013,2011,金城ふ頭,712707,0,,,,,,,1,,,,,,1
2014,2011,金城ふ頭,741123,0,,,,,,,1,,,,,,1
2015,2011,金城ふ頭,815468,0,,,,,,,1,,,,,,1
1991,4001,中京競馬場前,2290322,0,,,,,,,,,,,1,,1
1992,4001,中京競馬場前,2204556,0,,,,,,,,,,,1,,1
1993,4001,中京競馬場前,2161799,0,,,,,,,,,,,1,,1
1994,4001,中京競馬場前,2251617,0,,,,,,,,,,,1,,1
1995,4001,中京競馬場前,2179361,0,,,,,,,,,,,1,,1
1996,4001,中京競馬場前,2082193,0,,,,,,,,,,,1,,1
1997,4001,中京競馬場前,1994727,0,,,,,,,,,,,1,,1
1998,4001,中京競馬場前,1922379,0,,,,,,,,,,,1,,1
1999,4001,中京競馬場前,1751915,0,,,,,,,,,,,1,,1
2000,4001,中京競馬場前,1629907,0,,,,,,,,,,,1,,1
2001,4001,中京競馬場前,1601382,0,,,,,,,,,,,1,,1
2002,4001,中京競馬場前,1627937,0,,,,,,,,,,,1,,1
2003,4001,中京競馬場前,1673635,0,,,,,,,,,,,1,,1
2004,4001,中京競馬場前,1670710,0,,,,,,,,,,,1,,1
2005,4001,中京競馬場前,1687148,0,,,,,,,,,,,1,,1
2006,4001,中京競馬場前,1730321,0,,,,,,,,,,,1,,1
2007,4001,中京競馬場前,1713905,0,,,,,,,,,,,1,,1
2008,4001,中京競馬場前,1737295,0,,,,,,,,,,,1,,1
2009,4001,中京競馬場前,1696794,0,,,,,,,,,,,1,,1
2010,4001,中京競馬場前,1585799,0,,,,,,,,,,,1,,1
2011,4001,中京競馬場前,1632766,0,,,,,,,,,,,1,,1
2012,4001,中京競馬場前,1669761,0,,,,,,,,,,,1,,1
